scorer,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500
bodyparts,orelha,orelha,orelha,nariz,nariz,nariz,queixo,queixo,queixo,cervical,cervical,cervical,ombro,ombro,ombro
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1303,414.1817932128906,65.26517486572266,1.0,437.6507568359375,70.35896301269531,1.0,427.601806640625,93.95462799072266,1.0,376.14971923828125,76.21463775634766,1.0,383.3907470703125,92.75936126708984,1.0
1304,411.92376708984375,64.09404754638672,1.0,435.6988830566406,69.09874725341797,1.0,425.94195556640625,92.17161560058594,1.0,374.2969055175781,75.55236053466797,1.0,381.41839599609375,92.1010971069336,1.0
1305,410.7427978515625,63.72101593017578,1.0,434.32257080078125,68.66785430908203,1.0,423.938232421875,91.20698547363281,1.0,372.69439697265625,74.18223571777344,1.0,379.3705749511719,92.5385513305664,1.0
1306,409.0049133300781,62.50239944458008,1.0,432.7586669921875,68.01463317871094,1.0,421.5669860839844,91.24610137939453,1.0,371.4642639160156,73.79779052734375,1.0,377.6822814941406,91.54403686523438,1.0
1307,407.348876953125,61.91741943359375,1.0,430.8577575683594,67.39385223388672,1.0,420.0301208496094,90.1882095336914,1.0,370.03167724609375,73.81011199951172,1.0,376.26043701171875,91.45361328125,1.0
1308,405.6088562011719,61.44725036621094,1.0,429.3569641113281,66.19996643066406,1.0,419.0097961425781,88.9441146850586,1.0,368.9646301269531,73.53916931152344,1.0,375.4973449707031,90.6717529296875,1.0
1309,403.94146728515625,60.774169921875,1.0,428.762451171875,65.52116394042969,1.0,418.83636474609375,87.86200714111328,1.0,366.78863525390625,72.7594223022461,1.0,374.0226135253906,89.74148559570312,1.0
1310,401.61981201171875,59.288028717041016,1.0,427.3841552734375,65.10858917236328,1.0,418.064697265625,87.259033203125,1.0,365.704833984375,72.71455383300781,1.0,372.84637451171875,89.54878997802734,1.0
1311,399.82763671875,58.13238525390625,1.0,425.96746826171875,62.955291748046875,1.0,417.3788146972656,86.52953338623047,1.0,364.7272033691406,72.55496215820312,1.0,371.7707824707031,89.23736572265625,1.0
1312,398.55645751953125,57.510231018066406,1.0,423.7840881347656,61.58216857910156,1.0,415.7426452636719,84.7422103881836,1.0,363.6398620605469,72.29525756835938,1.0,370.71771240234375,88.79750061035156,1.0
1313,396.33465576171875,56.69767379760742,1.0,422.0154113769531,60.26437759399414,1.0,414.19903564453125,83.58655548095703,1.0,362.6305847167969,72.00666046142578,1.0,369.6891784667969,88.4150161743164,1.0
1314,394.638427734375,56.53379821777344,1.0,420.747802734375,59.47798156738281,1.0,412.7452392578125,82.57363891601562,1.0,361.4062194824219,71.77486419677734,1.0,367.3927001953125,87.52326202392578,1.0
1315,393.9193115234375,54.55646514892578,1.0,419.9410095214844,58.21711349487305,1.0,411.9256896972656,81.8878173828125,1.0,361.21435546875,70.82084655761719,1.0,366.6949462890625,87.21287536621094,1.0
1316,392.5762634277344,53.83517074584961,1.0,419.2329406738281,57.687374114990234,1.0,410.7984619140625,82.20386505126953,1.0,360.2289123535156,70.940185546875,1.0,365.8179931640625,87.30937194824219,1.0
1317,391.8905944824219,53.63910675048828,1.0,418.6210021972656,56.904544830322266,1.0,410.3806457519531,81.5323486328125,1.0,359.8146057128906,70.9532699584961,1.0,365.3775634765625,87.13385772705078,1.0
1318,391.002685546875,53.61686325073242,1.0,418.3115234375,57.08708190917969,1.0,409.7991027832031,81.35649871826172,1.0,359.14569091796875,70.87821960449219,1.0,364.6992492675781,87.14425659179688,1.0
1319,390.5831298828125,53.4630241394043,1.0,417.7999267578125,56.635597229003906,1.0,409.899658203125,81.30465698242188,1.0,358.5625915527344,70.8080062866211,1.0,364.29010009765625,87.16375732421875,1.0
1320,390.0514831542969,53.1964225769043,1.0,417.5235290527344,56.35414123535156,1.0,409.6020202636719,81.10037994384766,1.0,358.1142578125,70.82229614257812,1.0,364.1327209472656,86.90264892578125,1.0
1321,389.41162109375,53.14621353149414,1.0,417.2171325683594,56.33131790161133,1.0,409.1822814941406,81.105712890625,1.0,357.9666748046875,70.62671661376953,1.0,363.93426513671875,86.8024673461914,1.0
1322,388.85455322265625,53.10843276977539,1.0,416.9148254394531,56.30226135253906,1.0,408.6642150878906,80.89836120605469,1.0,357.4364929199219,70.40705108642578,1.0,363.5741882324219,86.67352294921875,1.0
1323,388.4022216796875,53.22445297241211,1.0,416.65240478515625,56.258827209472656,1.0,408.2532958984375,80.74961853027344,1.0,356.9801025390625,70.2779541015625,1.0,363.2295227050781,86.6759262084961,1.0
1324,388.026611328125,53.23899841308594,1.0,416.43243408203125,56.09221649169922,1.0,407.755859375,80.64176940917969,1.0,356.6883239746094,70.20502471923828,1.0,363.05059814453125,86.45455169677734,1.0
1325,387.46343994140625,53.15047836303711,1.0,416.0411376953125,56.13160705566406,1.0,407.20758056640625,80.59180450439453,1.0,356.3417663574219,69.96057891845703,1.0,362.57415771484375,86.19930267333984,1.0
1326,386.91156005859375,53.1546630859375,1.0,415.70916748046875,56.24280548095703,1.0,406.755615234375,80.66230010986328,1.0,356.0600280761719,69.90276336669922,1.0,362.2900390625,86.15786743164062,1.0
1327,386.5159606933594,53.28593826293945,1.0,415.3404846191406,56.38289260864258,1.0,406.3409118652344,80.57574462890625,1.0,355.8382568359375,69.74557495117188,1.0,362.56524658203125,86.91142272949219,1.0
1328,386.2814025878906,53.2772216796875,1.0,415.17694091796875,56.38209915161133,1.0,406.0535888671875,80.60768127441406,1.0,355.55511474609375,69.63383483886719,1.0,362.2167053222656,86.84056091308594,1.0
1329,386.0269775390625,53.52928924560547,1.0,414.9308166503906,56.44599151611328,1.0,405.72418212890625,80.67709350585938,1.0,355.10986328125,69.66476440429688,1.0,361.65478515625,86.86933898925781,1.0
1330,385.8072509765625,53.65152359008789,1.0,414.76910400390625,56.483558654785156,1.0,405.2718505859375,80.75723266601562,1.0,353.57666015625,69.42935180664062,1.0,361.18194580078125,86.94744110107422,1.0
1331,385.69384765625,52.80901336669922,1.0,414.56805419921875,56.50795364379883,1.0,404.8353576660156,80.88471221923828,1.0,354.6618347167969,69.63005828857422,1.0,360.7751159667969,86.77854919433594,1.0
1332,384.7807312011719,52.80999755859375,1.0,414.34503173828125,56.52368927001953,1.0,404.43988037109375,80.93522644042969,1.0,352.8251037597656,69.40242767333984,1.0,360.1860656738281,86.71538543701172,1.0
1333,383.9369812011719,52.905513763427734,1.0,413.8953552246094,56.806190490722656,1.0,403.63311767578125,81.03568267822266,1.0,352.3853759765625,69.41631317138672,1.0,359.69598388671875,86.46156311035156,1.0
1334,382.9942932128906,53.07310485839844,1.0,413.1263427734375,57.161006927490234,1.0,402.8078308105469,81.21176147460938,1.0,351.903564453125,69.51535034179688,1.0,358.9901428222656,86.41673278808594,1.0
1335,382.0752258300781,52.8271369934082,1.0,412.46234130859375,57.53089904785156,1.0,401.7682800292969,81.42285919189453,1.0,351.3688659667969,69.50117492675781,1.0,358.4956359863281,86.12809753417969,1.0
1336,381.7628479003906,52.68962097167969,1.0,411.9593200683594,57.29008102416992,1.0,400.7098693847656,81.19652557373047,1.0,351.15057373046875,69.31279754638672,1.0,358.1835021972656,85.83251190185547,1.0
1337,381.1592712402344,52.661476135253906,1.0,411.3769836425781,57.5560302734375,1.0,399.60113525390625,81.66236114501953,1.0,350.72216796875,69.50187683105469,1.0,357.8222961425781,85.7585678100586,1.0
1338,380.74310302734375,52.8372802734375,1.0,410.7788391113281,58.359439849853516,1.0,398.5478210449219,82.03688049316406,1.0,350.2616271972656,69.37049102783203,1.0,357.2718811035156,85.64569854736328,1.0
1339,380.0434265136719,52.69281005859375,1.0,410.0600891113281,58.41316223144531,1.0,397.67535400390625,82.08514404296875,1.0,349.57989501953125,69.05209350585938,1.0,356.43841552734375,85.52569580078125,1.0
1340,379.16998291015625,52.89677429199219,1.0,408.6256103515625,58.03242111206055,1.0,396.6340637207031,82.29401397705078,1.0,349.0140380859375,68.98224639892578,1.0,355.9056396484375,85.46617889404297,1.0
1341,378.95843505859375,51.60939407348633,1.0,408.0726623535156,58.37032699584961,1.0,396.0793762207031,82.70783996582031,1.0,348.45172119140625,68.93081665039062,1.0,354.45050048828125,84.90177154541016,1.0
1342,378.6092224121094,51.291011810302734,1.0,407.4153137207031,58.63016891479492,1.0,395.17193603515625,82.73209381103516,1.0,348.1593933105469,68.65626525878906,1.0,353.9505920410156,84.72907257080078,1.0
1343,378.10711669921875,51.348594665527344,1.0,406.8127746582031,59.085941314697266,1.0,394.5794677734375,82.8444595336914,1.0,347.9512634277344,68.36396026611328,1.0,353.2301330566406,84.0304946899414,1.0
1344,377.107666015625,51.35197448730469,1.0,405.90484619140625,59.45005416870117,1.0,393.9139404296875,83.14157104492188,1.0,348.0544128417969,68.20326232910156,1.0,352.69586181640625,83.65483093261719,1.0
1345,376.30889892578125,51.21514129638672,1.0,405.4012756347656,59.763675689697266,1.0,392.77056884765625,83.12081146240234,1.0,347.09893798828125,68.13578033447266,1.0,352.1484680175781,83.61271667480469,1.0
1346,376.02740478515625,51.42229080200195,1.0,404.575927734375,59.8957633972168,1.0,392.3849182128906,83.28041076660156,1.0,347.7906799316406,67.64620971679688,1.0,351.839111328125,83.77576446533203,1.0
1347,375.51300048828125,51.152198791503906,1.0,403.734375,59.823974609375,1.0,391.5122375488281,83.10270690917969,1.0,347.4306335449219,67.39114379882812,1.0,351.3442077636719,83.71639251708984,1.0
1348,374.864990234375,51.03013610839844,1.0,402.8586120605469,59.9388427734375,1.0,390.79864501953125,83.214599609375,1.0,346.15228271484375,67.43425750732422,1.0,350.75726318359375,83.7627944946289,1.0
1349,374.0250549316406,51.25004196166992,1.0,402.3285217285156,59.81296920776367,1.0,390.1574401855469,83.1102066040039,1.0,345.8333435058594,67.31134796142578,1.0,350.2562255859375,83.72783660888672,1.0
1350,373.169189453125,51.86402893066406,1.0,402.2259216308594,58.977210998535156,1.0,389.5457763671875,82.29118347167969,1.0,345.1823425292969,67.10643005371094,1.0,349.51220703125,83.80587005615234,1.0
1351,372.4612731933594,51.167327880859375,1.0,401.8795166015625,59.04370880126953,1.0,389.013671875,82.19550323486328,1.0,345.076416015625,66.35871887207031,1.0,349.11907958984375,83.72299194335938,1.0
1352,372.048095703125,51.211212158203125,1.0,401.5191345214844,58.64842224121094,1.0,388.7225646972656,81.94436645507812,1.0,344.1705322265625,66.55078125,1.0,348.54278564453125,83.64627838134766,1.0
1353,371.3260192871094,51.78984451293945,1.0,400.8323974609375,59.25249481201172,1.0,388.02117919921875,82.0736083984375,1.0,343.57763671875,66.82766723632812,1.0,348.1393737792969,83.90897369384766,1.0
1354,370.79583740234375,52.04983901977539,1.0,400.0950012207031,59.75611114501953,1.0,387.0328674316406,82.5357666015625,1.0,343.2077331542969,67.32852935791016,1.0,347.7212829589844,84.6055908203125,1.0
1355,370.4957275390625,51.58610153198242,1.0,399.5347595214844,59.11943435668945,1.0,386.94244384765625,81.95689392089844,1.0,342.8844299316406,66.89323425292969,1.0,347.7402038574219,84.16017150878906,1.0
1356,370.2669677734375,50.64738464355469,1.0,399.1885986328125,58.12479782104492,1.0,386.85675048828125,80.82719421386719,1.0,342.7535400390625,66.37381744384766,1.0,347.5361022949219,83.28951263427734,1.0
1357,370.1131896972656,49.8035774230957,1.0,398.9339904785156,56.861080169677734,1.0,385.9892272949219,79.88687133789062,1.0,342.34124755859375,65.87278747558594,1.0,346.9331970214844,83.08179473876953,1.0
1358,370.0850524902344,48.22028350830078,1.0,399.7849426269531,55.33749008178711,1.0,386.2422790527344,78.27874755859375,1.0,342.2537536621094,64.68517303466797,1.0,347.2601013183594,81.53643035888672,1.0
1359,369.5517578125,50.09616470336914,1.0,398.3235168457031,57.468101501464844,1.0,385.4883728027344,80.24351501464844,1.0,341.6337890625,66.19709777832031,1.0,346.51873779296875,83.1987075805664,1.0
1360,369.4991455078125,50.15433883666992,1.0,398.0536193847656,57.26453399658203,1.0,385.3160095214844,80.11051177978516,1.0,341.48553466796875,66.18925476074219,1.0,346.47412109375,83.20964050292969,1.0
1361,368.8524475097656,49.711021423339844,1.0,397.6552734375,56.71900177001953,1.0,385.03857421875,79.55558776855469,1.0,341.2700500488281,65.98499298095703,1.0,346.3262023925781,82.90149688720703,1.0
1362,368.321533203125,49.387630462646484,1.0,397.30328369140625,56.401588439941406,1.0,384.6328430175781,79.17433166503906,1.0,340.9444580078125,65.82247161865234,1.0,346.01873779296875,82.93175506591797,1.0
1363,367.786376953125,48.96757125854492,1.0,396.73565673828125,56.24171829223633,1.0,384.0977478027344,79.05941772460938,1.0,340.68292236328125,65.63536834716797,1.0,345.8962097167969,82.7112808227539,1.0
1364,367.40728759765625,48.69304656982422,1.0,396.771728515625,56.03968811035156,1.0,383.8217468261719,79.15729522705078,1.0,340.20989990234375,65.33045959472656,1.0,345.4366149902344,82.64439392089844,1.0
1365,367.0308837890625,48.47666931152344,1.0,396.35546875,55.78131866455078,1.0,383.54345703125,78.95806884765625,1.0,339.67486572265625,65.15227508544922,1.0,345.04998779296875,82.68196105957031,1.0
1366,366.78594970703125,48.223167419433594,1.0,396.0147705078125,55.46161651611328,1.0,383.13470458984375,78.35972595214844,1.0,339.14874267578125,64.68209838867188,1.0,344.5965881347656,82.4555435180664,1.0
1367,366.5130615234375,48.19385528564453,1.0,395.60455322265625,55.27375030517578,1.0,382.713623046875,78.1360092163086,1.0,338.9712219238281,64.76383972167969,1.0,344.4243469238281,82.61077117919922,1.0
1368,366.2778625488281,48.08195495605469,1.0,395.3875732421875,55.08206558227539,1.0,382.5173645019531,78.034912109375,1.0,338.8213195800781,64.5221939086914,1.0,344.08966064453125,82.40653228759766,1.0
1369,365.8788146972656,47.96048355102539,1.0,394.9728088378906,53.850914001464844,1.0,382.0359191894531,77.73735809326172,1.0,338.8554992675781,64.64008331298828,1.0,344.1083679199219,82.45817565917969,1.0
1370,365.7445373535156,47.89697265625,1.0,394.807861328125,53.56346893310547,1.0,381.99853515625,77.51361083984375,1.0,338.8057556152344,64.59437561035156,1.0,343.95281982421875,82.25244903564453,1.0
1371,365.5645446777344,47.85519027709961,1.0,394.60772705078125,54.921146392822266,1.0,381.8404541015625,77.70875549316406,1.0,338.7771301269531,64.7081298828125,1.0,343.9123229980469,82.27947235107422,1.0
1372,365.37481689453125,47.826904296875,1.0,394.6595764160156,55.15040588378906,1.0,381.862548828125,77.69171905517578,1.0,338.8486022949219,64.77030944824219,1.0,343.94110107421875,82.26940155029297,1.0
1373,365.3081359863281,47.814022064208984,1.0,394.6111145019531,55.34540939331055,1.0,381.7816467285156,77.85272216796875,1.0,338.85888671875,64.68502807617188,1.0,343.83953857421875,82.17875671386719,1.0
1374,365.4753723144531,47.775203704833984,1.0,394.78387451171875,55.50507354736328,1.0,381.9657287597656,78.11268615722656,1.0,338.91912841796875,64.67289733886719,1.0,343.8612060546875,82.21675109863281,1.0
1375,365.9127197265625,47.966495513916016,1.0,395.1982727050781,55.69694900512695,1.0,382.32110595703125,78.32322692871094,1.0,339.055419921875,64.67314147949219,1.0,343.8121643066406,82.23870849609375,1.0
1376,366.4524841308594,48.12367630004883,1.0,395.87054443359375,56.32238006591797,1.0,382.5621337890625,78.83240509033203,1.0,339.5633239746094,64.68315887451172,1.0,344.23626708984375,82.36467742919922,1.0
1377,367.2256774902344,48.21568298339844,1.0,396.5976867675781,56.87302780151367,1.0,383.0552978515625,79.59085083007812,1.0,340.3469543457031,64.53565979003906,1.0,344.9950256347656,82.90843200683594,1.0
1378,368.427978515625,49.259952545166016,1.0,397.86749267578125,57.43055725097656,1.0,384.08319091796875,80.02798461914062,1.0,341.15948486328125,65.0971450805664,1.0,345.1916809082031,82.9485855102539,1.0
1379,370.1919250488281,49.720497131347656,1.0,399.8746032714844,58.37480926513672,1.0,386.0718688964844,80.88716125488281,1.0,342.3952331542969,65.1566162109375,1.0,346.02337646484375,82.89688110351562,1.0
1380,371.3412170410156,50.53215026855469,1.0,400.8840026855469,60.128639221191406,1.0,387.287109375,82.41822814941406,1.0,343.53271484375,65.30435180664062,1.0,346.8465270996094,83.03404998779297,1.0
1381,373.0376892089844,52.00315856933594,1.0,402.3382568359375,61.05803298950195,1.0,388.29949951171875,84.06172180175781,1.0,345.20111083984375,65.17669677734375,1.0,348.2252197265625,82.9344711303711,1.0
1382,375.0691833496094,52.313148498535156,1.0,404.84442138671875,63.06504440307617,1.0,389.9625244140625,85.2314453125,1.0,347.172119140625,65.36700439453125,1.0,349.8599853515625,83.31819152832031,1.0
1383,377.140869140625,53.90802001953125,1.0,406.8078918457031,65.06470489501953,1.0,391.7786865234375,86.889892578125,1.0,348.0897216796875,66.05804443359375,1.0,350.9222412109375,83.6948471069336,1.0
1384,379.9120178222656,55.60960006713867,1.0,408.813720703125,66.8962173461914,1.0,393.3851318359375,88.59207153320312,1.0,350.21307373046875,67.33692169189453,1.0,352.4576416015625,84.04283905029297,1.0
1385,382.3421936035156,57.139034271240234,1.0,410.52496337890625,70.62105560302734,1.0,394.4419860839844,89.99530029296875,1.0,351.6490173339844,68.27308654785156,1.0,354.0667419433594,84.72825622558594,1.0
1386,384.6693115234375,58.57958221435547,1.0,413.17584228515625,72.13838958740234,1.0,396.20654296875,91.20097351074219,1.0,354.1669616699219,68.56584167480469,1.0,356.34326171875,85.5638427734375,1.0
1387,386.9088134765625,60.191184997558594,1.0,415.42938232421875,74.71702575683594,1.0,397.6956787109375,92.8847885131836,1.0,356.60101318359375,69.197509765625,1.0,358.6025695800781,86.23682403564453,1.0
1388,390.4375915527344,62.573463439941406,1.0,416.92437744140625,74.89069366455078,1.0,400.8703918457031,94.03607177734375,1.0,358.5653076171875,69.2029037475586,1.0,360.5955505371094,86.8850326538086,1.0
1389,393.1221618652344,64.34156036376953,1.0,419.48638916015625,76.29411315917969,1.0,403.5001220703125,95.77355194091797,1.0,360.8024597167969,69.5489273071289,1.0,362.28826904296875,87.84095001220703,1.0
1390,396.0362243652344,65.28545379638672,1.0,422.2501525878906,77.44668579101562,1.0,406.1394958496094,97.81497192382812,1.0,363.4316711425781,70.4744873046875,1.0,365.0190124511719,87.51787567138672,1.0
1391,399.0385437011719,66.90702056884766,1.0,424.0834045410156,79.39654541015625,1.0,408.3311767578125,99.31045532226562,1.0,365.1492614746094,72.00911712646484,1.0,367.37493896484375,88.2882308959961,1.0
1392,401.3434753417969,68.50934600830078,1.0,426.7703552246094,80.796875,1.0,410.75787353515625,100.02184295654297,1.0,367.3556213378906,73.42512512207031,1.0,369.8323974609375,89.3238525390625,1.0
1393,403.5257568359375,69.94940948486328,1.0,428.78118896484375,82.77656555175781,1.0,412.9841003417969,102.5472640991211,1.0,369.78118896484375,73.9971923828125,1.0,371.44610595703125,90.5888671875,1.0
1394,405.04345703125,71.94786834716797,1.0,430.2283935546875,84.95237731933594,1.0,414.3742980957031,103.73621368408203,1.0,371.833740234375,74.48417663574219,1.0,372.9541931152344,91.16094207763672,1.0
1395,407.30853271484375,74.16301727294922,1.0,431.3642272949219,87.06072235107422,1.0,416.13275146484375,105.1587142944336,1.0,374.1476745605469,75.78459930419922,1.0,375.0281677246094,91.82345581054688,1.0
1396,410.4737243652344,75.20157623291016,1.0,433.3719482421875,87.33672332763672,1.0,416.9483947753906,107.15894317626953,1.0,376.0677185058594,76.15619659423828,1.0,376.7165222167969,92.66215515136719,1.0
1397,412.1475524902344,76.24516296386719,1.0,435.00885009765625,89.149658203125,1.0,418.8583984375,107.3968276977539,1.0,378.4813537597656,76.80900573730469,1.0,378.8556823730469,92.87591552734375,1.0
1398,414.09246826171875,77.27366638183594,1.0,436.6006164550781,90.16375732421875,1.0,420.3293151855469,108.88118743896484,1.0,379.6641845703125,77.45250701904297,1.0,380.5601806640625,93.8125228881836,1.0
1399,416.14910888671875,78.74771118164062,1.0,437.6559753417969,93.2414321899414,1.0,421.3368835449219,110.1429214477539,1.0,380.91693115234375,78.5211181640625,1.0,382.0144348144531,94.47362518310547,1.0
1400,418.0879821777344,79.47637176513672,1.0,439.0600891113281,94.15106201171875,1.0,422.40179443359375,110.58294677734375,1.0,382.2064514160156,79.69645690917969,1.0,383.83099365234375,95.65605163574219,1.0
1401,419.2728576660156,80.92141723632812,1.0,440.3974914550781,95.06417083740234,1.0,423.54522705078125,111.16905975341797,1.0,383.9993896484375,80.44866943359375,1.0,385.09185791015625,96.40260314941406,1.0
1402,420.95703125,82.6400146484375,1.0,442.2331237792969,95.85269165039062,1.0,425.1691589355469,111.86836242675781,1.0,385.5585021972656,80.72297668457031,1.0,386.0541076660156,96.95939636230469,1.0
1403,421.8959655761719,84.06389617919922,1.0,442.60089111328125,96.96293640136719,1.0,426.0548095703125,113.9839096069336,1.0,386.7130126953125,81.31682586669922,1.0,387.05706787109375,97.75297546386719,1.0
1404,422.57379150390625,84.51718139648438,1.0,442.8138732910156,97.49166870117188,1.0,427.68475341796875,114.50611114501953,1.0,388.1352844238281,81.88229370117188,1.0,388.5704345703125,98.15485382080078,1.0
1405,422.9781494140625,85.82056427001953,1.0,443.7029724121094,98.61251068115234,1.0,428.0226745605469,115.13257598876953,1.0,388.9239807128906,82.32911682128906,1.0,389.7594299316406,98.70140838623047,1.0
1406,423.7134094238281,86.72689819335938,1.0,444.40313720703125,99.86890411376953,1.0,428.46173095703125,116.00541687011719,1.0,389.4283752441406,83.919921875,1.0,390.523193359375,99.25151062011719,1.0
1407,423.7124938964844,87.24868774414062,1.0,444.3042297363281,100.7933349609375,1.0,428.50201416015625,116.82137298583984,1.0,390.05657958984375,84.43082427978516,1.0,390.92413330078125,99.68417358398438,1.0
1408,424.4054870605469,87.73822784423828,1.0,445.15557861328125,101.62614440917969,1.0,429.16644287109375,118.37216186523438,1.0,391.02325439453125,84.45569610595703,1.0,391.8031005859375,99.80233001708984,1.0
1409,424.49859619140625,88.08309173583984,1.0,445.7763671875,102.07315063476562,1.0,429.5649719238281,118.6219253540039,1.0,391.3396301269531,84.64374542236328,1.0,392.042236328125,99.86390686035156,1.0
1410,424.0702819824219,89.2049789428711,1.0,445.0887756347656,103.1529541015625,1.0,429.02508544921875,119.34469604492188,1.0,391.4801025390625,85.63807678222656,1.0,391.9739074707031,100.82090759277344,1.0
1411,425.1098327636719,90.19261932373047,1.0,444.4569396972656,103.7844009399414,1.0,428.73309326171875,119.5614013671875,1.0,391.83673095703125,86.48662567138672,1.0,392.2194519042969,101.47472381591797,1.0
1412,425.3339538574219,89.95686340332031,1.0,445.0881652832031,103.76721954345703,1.0,429.0910339355469,119.45568084716797,1.0,392.0567932128906,86.3533706665039,1.0,392.46331787109375,101.26934051513672,1.0
1413,425.72650146484375,90.00823211669922,1.0,446.02313232421875,103.95360565185547,1.0,429.7467346191406,119.30390930175781,1.0,392.30548095703125,86.18550872802734,1.0,392.7942810058594,100.99376678466797,1.0
1414,426.13525390625,89.73898315429688,1.0,447.2867431640625,102.8851318359375,1.0,430.1474304199219,119.09513854980469,1.0,392.6937255859375,85.5859146118164,1.0,393.01324462890625,100.87218475341797,1.0
1415,426.7550354003906,88.87444305419922,1.0,447.9309387207031,101.83445739746094,1.0,430.80133056640625,118.77619171142578,1.0,392.8380432128906,84.28787231445312,1.0,393.3145751953125,100.19928741455078,1.0
1416,425.9150085449219,90.59830474853516,1.0,445.843017578125,104.73677825927734,1.0,429.4461975097656,119.93276977539062,1.0,392.4762878417969,85.8739242553711,1.0,392.7193298339844,101.1978530883789,1.0
1417,425.9263916015625,90.62955474853516,1.0,446.3832702636719,104.64041137695312,1.0,429.3936767578125,119.9723892211914,1.0,392.5410461425781,85.79714965820312,1.0,392.74188232421875,101.18582153320312,1.0
1418,425.9254150390625,90.67271423339844,1.0,446.32257080078125,104.74747467041016,1.0,429.3436279296875,120.01398468017578,1.0,392.4127197265625,85.83392333984375,1.0,392.7107238769531,101.17350769042969,1.0
1419,425.85723876953125,90.6899642944336,1.0,446.2834167480469,104.75846862792969,1.0,429.2611999511719,120.02338409423828,1.0,392.4838562011719,85.86170959472656,1.0,392.68603515625,101.19229125976562,1.0
1420,425.8734436035156,90.60694885253906,1.0,446.3114929199219,104.71575164794922,1.0,429.3235778808594,119.9945068359375,1.0,392.47491455078125,85.85821533203125,1.0,392.7123718261719,101.21177673339844,1.0
1421,425.73687744140625,90.58524322509766,1.0,446.36114501953125,103.33261108398438,1.0,429.45458984375,119.772705078125,1.0,392.34912109375,86.012939453125,1.0,392.5359191894531,101.24154663085938,1.0
1422,425.858642578125,90.65695190429688,1.0,445.7179260253906,104.43519592285156,1.0,429.4890441894531,119.7962646484375,1.0,392.3122863769531,85.94977569580078,1.0,392.5477294921875,101.1687240600586,1.0
1423,425.7159729003906,90.51591491699219,1.0,446.5052185058594,103.23432922363281,1.0,429.8324890136719,119.6673583984375,1.0,392.1794128417969,86.0006103515625,1.0,392.53125,101.04096221923828,1.0
1424,425.7815246582031,90.4903335571289,1.0,446.6399841308594,103.09174346923828,1.0,430.08551025390625,119.5508041381836,1.0,392.1587219238281,85.91278076171875,1.0,392.4972839355469,101.05489349365234,1.0
1425,425.6867370605469,90.30449676513672,1.0,446.1138916015625,104.08177947998047,1.0,430.2701416015625,119.32461547851562,1.0,392.1789855957031,85.84500122070312,1.0,392.7569885253906,100.87217712402344,1.0
1426,425.81097412109375,90.2842788696289,1.0,446.2911071777344,103.96649932861328,1.0,430.54254150390625,119.32328796386719,1.0,392.211669921875,85.86412811279297,1.0,392.8288879394531,100.92314147949219,1.0
1427,425.90435791015625,90.13214111328125,1.0,446.3350830078125,103.56596374511719,1.0,430.8777770996094,119.11295318603516,1.0,392.1110534667969,85.79984283447266,1.0,392.7478942871094,100.92919921875,1.0
1428,425.8547668457031,90.14884948730469,1.0,446.3536376953125,103.2913818359375,1.0,431.0544738769531,119.05423736572266,1.0,392.23004150390625,85.8296127319336,1.0,392.851318359375,100.90645599365234,1.0
1429,425.9505615234375,90.1993408203125,1.0,446.4559020996094,102.9889144897461,1.0,431.60516357421875,119.0650863647461,1.0,392.28125,85.87921905517578,1.0,392.9449768066406,100.96011352539062,1.0
1430,425.89990234375,90.27520751953125,1.0,446.906005859375,102.53250122070312,1.0,432.0757751464844,118.86852264404297,1.0,392.20623779296875,85.88285064697266,1.0,392.9206848144531,100.9129638671875,1.0
1431,426.0888977050781,90.20610046386719,1.0,447.2307434082031,102.60336303710938,1.0,432.267578125,118.83600616455078,1.0,392.10186767578125,85.79952239990234,1.0,392.8964538574219,100.94526672363281,1.0
1432,426.2933654785156,90.17559051513672,1.0,447.22515869140625,102.52388000488281,1.0,432.4045715332031,119.03392791748047,1.0,392.0543212890625,85.87648010253906,1.0,392.79754638671875,101.08744812011719,1.0
1433,426.2665710449219,90.01368713378906,1.0,447.3646240234375,102.19845581054688,1.0,432.61773681640625,118.93534851074219,1.0,392.0947570800781,85.89936065673828,1.0,392.8479919433594,101.03636932373047,1.0
