scorer,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500,DLC_resnet50_Ic-posturajul12shuffle1_186500
bodyparts,orelha,orelha,orelha,nariz,nariz,nariz,queixo,queixo,queixo,cervical,cervical,cervical,ombro,ombro,ombro
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
19,346.8659973144531,40.431640625,1.0,383.10089111328125,49.991336822509766,1.0,370.2281494140625,74.05486297607422,1.0,326.74188232421875,64.52088928222656,1.0,331.9696350097656,84.4609375,1.0
20,346.9240417480469,40.4156379699707,1.0,382.3014221191406,49.89636993408203,1.0,370.27874755859375,73.98723602294922,1.0,326.7329406738281,64.53089904785156,1.0,331.9190979003906,84.46162414550781,1.0
21,346.94195556640625,40.400123596191406,1.0,382.4051513671875,49.79853057861328,1.0,370.2891540527344,73.9525146484375,1.0,326.65460205078125,64.57257080078125,1.0,332.0491943359375,84.49472045898438,1.0
22,346.9521484375,40.33049392700195,1.0,383.3826599121094,49.92473602294922,1.0,370.2507019042969,73.94903564453125,1.0,326.62017822265625,64.4843978881836,1.0,332.0063171386719,84.47756958007812,1.0
23,346.888671875,40.36680221557617,1.0,383.2994079589844,49.92522430419922,1.0,369.9037780761719,73.13603973388672,1.0,326.6195373535156,64.50557708740234,1.0,332.1048889160156,85.01227569580078,1.0
24,346.8466796875,40.483943939208984,1.0,382.2610168457031,49.990596771240234,1.0,370.1748352050781,74.0243148803711,1.0,326.6077880859375,64.48704528808594,1.0,332.0064392089844,84.4125747680664,1.0
25,346.8985290527344,40.521026611328125,1.0,383.19390869140625,49.98420715332031,1.0,369.8631286621094,73.15776824951172,1.0,326.62652587890625,64.51544952392578,1.0,332.0113525390625,84.4130630493164,1.0
26,346.9466857910156,40.50748825073242,1.0,382.2026672363281,49.97370147705078,1.0,369.8763427734375,73.17081451416016,1.0,326.71453857421875,64.56013488769531,1.0,332.13665771484375,84.3692398071289,1.0
27,346.9436950683594,40.6025276184082,1.0,383.2494812011719,49.922306060791016,1.0,370.207763671875,73.98866271972656,1.0,326.7206115722656,64.53945922851562,1.0,332.1046142578125,84.33875274658203,1.0
28,346.98309326171875,40.70323181152344,1.0,382.1836853027344,50.04361343383789,1.0,370.2021484375,74.10594940185547,1.0,326.75994873046875,64.56534576416016,1.0,332.1015930175781,84.33003997802734,1.0
29,347.076904296875,40.643348693847656,1.0,382.3199157714844,49.97372817993164,1.0,370.2525939941406,74.04166412353516,1.0,326.8537902832031,64.60576629638672,1.0,332.1230773925781,84.39546203613281,1.0
30,347.2386169433594,40.79952621459961,1.0,382.4722900390625,49.87099075317383,1.0,370.3005676269531,73.99103546142578,1.0,326.9183654785156,64.64990997314453,1.0,332.1390686035156,84.48574829101562,1.0
31,347.2654113769531,41.003543853759766,1.0,382.462158203125,49.85048294067383,1.0,370.2692565917969,73.99311065673828,1.0,326.9523620605469,64.80159759521484,1.0,332.23992919921875,84.53492736816406,1.0
32,347.3072814941406,40.9479866027832,1.0,382.5050354003906,49.77250671386719,1.0,370.2955017089844,73.90573120117188,1.0,326.8983459472656,64.82618713378906,1.0,332.2656555175781,84.50064849853516,1.0
33,347.3038635253906,41.01664733886719,1.0,382.49261474609375,49.80610656738281,1.0,370.3437194824219,73.94159698486328,1.0,326.81036376953125,64.80857849121094,1.0,332.2049560546875,84.51941680908203,1.0
34,347.3764343261719,41.018306732177734,1.0,382.6406555175781,49.873748779296875,1.0,370.5455627441406,74.05032348632812,1.0,326.86334228515625,64.93895721435547,1.0,332.3768005371094,84.54397583007812,1.0
35,347.44464111328125,41.15536117553711,1.0,382.7182312011719,49.94013214111328,1.0,370.559326171875,74.0807876586914,1.0,326.9364013671875,64.92992401123047,1.0,332.4122619628906,84.56189727783203,1.0
36,347.5946960449219,41.06315994262695,1.0,382.78466796875,49.98079299926758,1.0,370.58929443359375,74.13439178466797,1.0,326.8808288574219,64.88731384277344,1.0,332.4510192871094,84.51006317138672,1.0
37,347.757080078125,41.16561508178711,1.0,382.8777770996094,49.99492645263672,1.0,370.6034851074219,74.2034912109375,1.0,326.8921203613281,64.89372253417969,1.0,332.52362060546875,84.4576187133789,1.0
38,347.8170471191406,41.322662353515625,1.0,382.8946533203125,49.93534851074219,1.0,370.7126159667969,74.19429016113281,1.0,326.91961669921875,64.94366455078125,1.0,332.5559997558594,84.42902374267578,1.0
39,347.97052001953125,41.22478485107422,1.0,383.0459899902344,49.979888916015625,1.0,370.759521484375,74.1912841796875,1.0,326.9549255371094,64.91876220703125,1.0,332.54736328125,84.46529388427734,1.0
40,348.0050048828125,41.174400329589844,1.0,382.889892578125,49.95360565185547,1.0,370.69598388671875,74.34072875976562,1.0,326.94561767578125,64.907470703125,1.0,332.6080017089844,84.45779418945312,1.0
41,348.0041198730469,41.1815185546875,1.0,382.84393310546875,50.05266189575195,1.0,370.703369140625,74.35712432861328,1.0,326.9403991699219,64.85564422607422,1.0,332.5534362792969,84.49543762207031,1.0
42,348.0539245605469,41.23972702026367,1.0,382.8025207519531,50.30635070800781,1.0,370.6444396972656,74.37989807128906,1.0,326.8773498535156,64.79669189453125,1.0,332.47637939453125,84.51190185546875,1.0
43,348.16839599609375,41.280941009521484,1.0,382.8164367675781,50.216529846191406,1.0,370.6462707519531,74.30779266357422,1.0,326.8467102050781,64.69566345214844,1.0,332.41943359375,84.46099090576172,1.0
44,348.1772155761719,41.441307067871094,1.0,382.7712097167969,50.23012161254883,1.0,370.67828369140625,74.38215637207031,1.0,326.8255615234375,64.73809814453125,1.0,332.3921813964844,84.42261505126953,1.0
45,348.1718444824219,41.569793701171875,1.0,382.7185363769531,50.253902435302734,1.0,370.66619873046875,74.42443084716797,1.0,326.81915283203125,64.77014923095703,1.0,332.3662414550781,84.41480255126953,1.0
46,348.2199401855469,41.647705078125,1.0,382.6941223144531,50.21451187133789,1.0,370.7190856933594,74.40760040283203,1.0,326.847900390625,64.8077621459961,1.0,332.345947265625,84.45027160644531,1.0
47,348.2227478027344,41.608829498291016,1.0,382.6921081542969,50.177242279052734,1.0,370.73974609375,74.42047119140625,1.0,326.82293701171875,64.79646301269531,1.0,332.3104553222656,84.5279541015625,1.0
48,348.2965393066406,41.71091079711914,1.0,382.682861328125,50.24938201904297,1.0,370.7367248535156,74.42500305175781,1.0,326.81439208984375,64.89038848876953,1.0,332.31488037109375,84.58901977539062,1.0
49,348.45111083984375,41.72747802734375,1.0,382.74041748046875,50.1627082824707,1.0,370.849609375,74.38249206542969,1.0,326.822998046875,64.85538482666016,1.0,332.3102722167969,84.59284973144531,1.0
50,348.8174133300781,41.871665954589844,1.0,382.6902770996094,50.273048400878906,1.0,370.8065185546875,74.4017105102539,1.0,326.8813781738281,64.89188385009766,1.0,332.3064880371094,84.64640808105469,1.0
51,349.2191162109375,42.1032829284668,1.0,382.6861877441406,50.51073455810547,1.0,370.8677062988281,74.55712127685547,1.0,326.8512268066406,64.87714385986328,1.0,332.2479553222656,84.64803314208984,1.0
52,349.5422058105469,42.21501159667969,1.0,382.69134521484375,50.689449310302734,1.0,371.0559387207031,74.6721420288086,1.0,326.768310546875,64.85904693603516,1.0,332.23583984375,84.71197509765625,1.0
53,349.9505920410156,42.61766815185547,1.0,383.6066589355469,50.274818420410156,1.0,371.015625,74.92613983154297,1.0,326.6521911621094,64.7990951538086,1.0,332.17431640625,84.61659240722656,1.0
54,350.36767578125,43.05358123779297,1.0,383.3033752441406,50.554019927978516,1.0,370.78363037109375,75.25141143798828,1.0,326.788818359375,64.86595153808594,1.0,332.3211975097656,84.61397552490234,1.0
55,350.71405029296875,43.33151626586914,1.0,383.2093505859375,50.617733001708984,1.0,370.7832336425781,75.25865173339844,1.0,326.83221435546875,64.6763687133789,1.0,332.3453063964844,84.4389877319336,1.0
56,351.195556640625,43.53866195678711,1.0,383.16827392578125,50.60202407836914,1.0,370.7596435546875,75.26396942138672,1.0,326.8701477050781,64.66422271728516,1.0,332.40570068359375,84.36949920654297,1.0
57,351.4855041503906,43.69087219238281,1.0,383.0128479003906,50.69926452636719,1.0,370.730224609375,75.27677917480469,1.0,326.7755126953125,64.63658142089844,1.0,332.366943359375,84.45172119140625,1.0
58,351.7095031738281,43.784793853759766,1.0,382.817626953125,50.60198974609375,1.0,370.7251892089844,75.26068115234375,1.0,326.8034362792969,64.55856323242188,1.0,332.31561279296875,84.36680603027344,1.0
59,351.80712890625,43.922447204589844,1.0,382.5792236328125,50.58112716674805,1.0,370.7000732421875,75.14925384521484,1.0,326.8895568847656,64.51934051513672,1.0,332.373291015625,84.25578308105469,1.0
60,352.7593688964844,43.66725540161133,1.0,382.21673583984375,51.03071594238281,1.0,370.611083984375,75.21593475341797,1.0,326.8662414550781,64.54242706298828,1.0,332.3385925292969,84.327880859375,1.0
61,352.9557800292969,43.76756286621094,1.0,381.95440673828125,51.13872146606445,1.0,370.2991027832031,75.11264038085938,1.0,326.7527770996094,64.63177490234375,1.0,332.2945251464844,84.39302825927734,1.0
62,353.18865966796875,43.80206298828125,1.0,381.896728515625,50.82054138183594,1.0,370.2160339355469,75.20327758789062,1.0,326.7038269042969,64.55810546875,1.0,332.22772216796875,84.36250305175781,1.0
63,353.239501953125,43.832401275634766,1.0,381.7189025878906,50.797752380371094,1.0,370.1532287597656,75.10633850097656,1.0,326.66143798828125,64.46796417236328,1.0,332.2022399902344,84.32402038574219,1.0
64,353.16033935546875,43.745513916015625,1.0,381.43389892578125,51.33214569091797,1.0,370.10369873046875,74.9712905883789,1.0,326.6130065917969,64.58926391601562,1.0,332.19305419921875,84.40404510498047,1.0
65,353.1529846191406,43.8424072265625,1.0,381.33367919921875,51.4436149597168,1.0,370.0423889160156,74.96434783935547,1.0,326.5949401855469,64.553466796875,1.0,332.2012634277344,84.39010620117188,1.0
66,353.1300964355469,43.85066223144531,1.0,381.19140625,51.41960906982422,1.0,370.02532958984375,74.94939422607422,1.0,326.5740661621094,64.5002670288086,1.0,332.2388000488281,84.39769744873047,1.0
67,353.0392761230469,43.769046783447266,1.0,381.1399230957031,50.72661209106445,1.0,369.927490234375,74.92793273925781,1.0,326.4950866699219,64.50274658203125,1.0,332.17193603515625,84.44363403320312,1.0
68,352.97314453125,43.69844055175781,1.0,381.00701904296875,51.27540588378906,1.0,370.0385437011719,74.87761688232422,1.0,326.4493103027344,64.44129180908203,1.0,332.1266174316406,84.35977935791016,1.0
69,352.9413146972656,43.67992401123047,1.0,380.9636535644531,51.21708679199219,1.0,370.02392578125,74.83200073242188,1.0,326.4432067871094,64.42805480957031,1.0,332.0687255859375,84.44091796875,1.0
70,352.87493896484375,43.63179016113281,1.0,381.13348388671875,50.586036682128906,1.0,370.01300048828125,74.7686767578125,1.0,326.42578125,64.40660095214844,1.0,332.0408630371094,84.40581512451172,1.0
71,352.79974365234375,43.66581726074219,1.0,380.99456787109375,51.05560302734375,1.0,370.0061950683594,74.79924774169922,1.0,326.44451904296875,64.38997650146484,1.0,331.9939880371094,84.37940979003906,1.0
72,352.7711486816406,43.66083526611328,1.0,381.0560607910156,51.058433532714844,1.0,369.8131408691406,74.35508728027344,1.0,326.45635986328125,64.39035034179688,1.0,332.0341491699219,84.32257843017578,1.0
73,352.053955078125,43.6290283203125,1.0,381.09588623046875,51.07622146606445,1.0,370.0326843261719,74.76358032226562,1.0,326.3791198730469,64.28832244873047,1.0,332.0113525390625,84.28199005126953,1.0
74,351.84637451171875,43.64866256713867,1.0,381.2615051269531,50.58236312866211,1.0,370.0397644042969,74.80250549316406,1.0,326.349365234375,64.39427947998047,1.0,332.0204162597656,84.34671020507812,1.0
75,351.7551574707031,43.64061737060547,1.0,381.2138977050781,51.10829162597656,1.0,370.0401306152344,74.80111694335938,1.0,326.3794860839844,64.37053680419922,1.0,332.0308837890625,84.29019927978516,1.0
76,351.59075927734375,43.61054611206055,1.0,381.177978515625,51.16307830810547,1.0,370.0245666503906,74.78797149658203,1.0,326.36260986328125,64.3537826538086,1.0,332.0637512207031,84.23314666748047,1.0
77,351.50885009765625,43.59269714355469,1.0,381.3486328125,51.076148986816406,1.0,370.0423889160156,74.72309112548828,1.0,326.3563537597656,64.40382385253906,1.0,332.03515625,84.27398681640625,1.0
78,351.26422119140625,43.575374603271484,1.0,381.54315185546875,51.021297454833984,1.0,370.0663757324219,74.78778076171875,1.0,326.404052734375,64.42462158203125,1.0,332.0687255859375,84.29430389404297,1.0
79,351.62396240234375,43.3973388671875,1.0,381.69329833984375,51.1278076171875,1.0,369.9688720703125,74.83724975585938,1.0,326.43878173828125,64.42335510253906,1.0,332.0839538574219,84.26940155029297,1.0
80,351.56585693359375,43.457733154296875,1.0,381.7098693847656,51.20523452758789,1.0,370.02203369140625,74.9490966796875,1.0,326.40032958984375,64.37664031982422,1.0,332.0063781738281,84.35337829589844,1.0
81,351.4110107421875,43.5208740234375,1.0,381.91058349609375,50.84446716308594,1.0,369.99688720703125,75.09391784667969,1.0,326.45745849609375,64.43017578125,1.0,332.09039306640625,84.40132141113281,1.0
82,351.4098205566406,43.49403381347656,1.0,381.9779968261719,50.85942840576172,1.0,369.61932373046875,74.29613494873047,1.0,326.447265625,64.4197006225586,1.0,332.1013488769531,84.41641998291016,1.0
83,351.3279724121094,43.54948043823242,1.0,381.8348388671875,51.29793167114258,1.0,369.9781799316406,75.1950912475586,1.0,326.44500732421875,64.44112396240234,1.0,332.1758728027344,84.34265899658203,1.0
84,351.3395690917969,43.49409866333008,1.0,382.029541015625,50.909420013427734,1.0,369.981201171875,75.18407440185547,1.0,326.5095520019531,64.38983917236328,1.0,332.1553039550781,84.29473876953125,1.0
85,351.3187561035156,43.46712875366211,1.0,382.0489501953125,51.02308654785156,1.0,369.9753112792969,75.3086166381836,1.0,326.5583190917969,64.49746704101562,1.0,332.17218017578125,84.37056732177734,1.0
86,351.3094177246094,43.427696228027344,1.0,382.1468200683594,51.04876708984375,1.0,369.97418212890625,75.32941436767578,1.0,326.55206298828125,64.44932556152344,1.0,332.11273193359375,84.47982788085938,1.0
87,351.51617431640625,43.00935363769531,1.0,382.15081787109375,51.0510139465332,1.0,369.91607666015625,75.29473876953125,1.0,326.5108337402344,64.4651107788086,1.0,332.1344299316406,84.44795989990234,1.0
88,351.37030029296875,43.42414093017578,1.0,382.30523681640625,51.043418884277344,1.0,370.00067138671875,75.3440170288086,1.0,326.57171630859375,64.36840057373047,1.0,332.1922302246094,84.30519104003906,1.0
89,351.34210205078125,43.426883697509766,1.0,382.2662658691406,51.07182312011719,1.0,369.9967041015625,75.34192657470703,1.0,326.55877685546875,64.35749053955078,1.0,332.1639404296875,84.3012466430664,1.0
90,351.3477783203125,43.46943664550781,1.0,382.2600402832031,51.21603012084961,1.0,369.9837646484375,75.49639129638672,1.0,326.56683349609375,64.44405364990234,1.0,332.169921875,84.3602294921875,1.0
91,351.3350524902344,43.44479751586914,1.0,382.1752014160156,51.288246154785156,1.0,369.9107971191406,75.59477996826172,1.0,326.5920104980469,64.46539306640625,1.0,332.18756103515625,84.38687133789062,1.0
92,351.56256103515625,43.006046295166016,1.0,382.1747131347656,51.30606460571289,1.0,369.856201171875,75.57939147949219,1.0,326.60345458984375,64.48956298828125,1.0,332.19989013671875,84.39781951904297,1.0
93,351.31298828125,43.377769470214844,1.0,382.0655822753906,51.28266525268555,1.0,369.813232421875,75.55752563476562,1.0,326.58319091796875,64.5145034790039,1.0,332.2259216308594,84.38664245605469,1.0
94,351.2987060546875,43.3366584777832,1.0,382.04986572265625,51.251705169677734,1.0,369.789306640625,75.4961166381836,1.0,326.5865478515625,64.52584838867188,1.0,332.2082824707031,84.37894439697266,1.0
95,351.2411804199219,43.35441589355469,1.0,382.0183410644531,51.27088928222656,1.0,369.7354736328125,75.50006103515625,1.0,326.505859375,64.57347106933594,1.0,332.1894226074219,84.34567260742188,1.0
96,351.42364501953125,42.96010208129883,1.0,382.01348876953125,51.26521301269531,1.0,369.7009582519531,75.49516296386719,1.0,326.48284912109375,64.64566802978516,1.0,332.16192626953125,84.47090148925781,1.0
97,351.19781494140625,43.36887741088867,1.0,381.9853515625,51.33550262451172,1.0,369.6907043457031,75.56090545654297,1.0,326.5042419433594,64.5997314453125,1.0,332.1739196777344,84.4391860961914,1.0
98,351.4493103027344,42.96745300292969,1.0,381.9241027832031,51.35594177246094,1.0,369.63006591796875,75.55906677246094,1.0,326.4877014160156,64.55299377441406,1.0,332.16778564453125,84.4166259765625,1.0
99,351.1031494140625,43.34335708618164,1.0,381.90521240234375,51.42402648925781,1.0,369.5635986328125,75.63212585449219,1.0,326.4578857421875,64.5748291015625,1.0,332.15618896484375,84.41464233398438,1.0
100,351.0968017578125,43.331573486328125,1.0,381.8638000488281,51.43399429321289,1.0,369.5552062988281,75.62369537353516,1.0,326.4811096191406,64.56848907470703,1.0,332.18365478515625,84.36895751953125,1.0
101,351.0870666503906,43.33568572998047,1.0,381.876708984375,51.42274475097656,1.0,369.5484313964844,75.5908432006836,1.0,326.48199462890625,64.53640747070312,1.0,332.18109130859375,84.38748168945312,1.0
102,351.05767822265625,43.33466339111328,1.0,381.8435363769531,51.479347229003906,1.0,369.5143127441406,75.68759155273438,1.0,326.5335693359375,64.55198669433594,1.0,332.25262451171875,84.42497253417969,1.0
103,350.95941162109375,43.34040069580078,1.0,381.8612060546875,51.46090316772461,1.0,369.51171875,75.69331359863281,1.0,326.523681640625,64.61044311523438,1.0,332.27197265625,84.4481201171875,1.0
104,350.9363708496094,43.283653259277344,1.0,381.8779296875,51.47754669189453,1.0,369.4887390136719,75.68838500976562,1.0,326.5220947265625,64.624267578125,1.0,332.2563171386719,84.50810241699219,1.0
105,350.9485778808594,43.244224548339844,1.0,381.9171447753906,51.49260711669922,1.0,369.42535400390625,75.65377807617188,1.0,326.5446472167969,64.68861389160156,1.0,332.2749328613281,84.58580780029297,1.0
106,350.9007568359375,43.12814712524414,1.0,382.08551025390625,51.50714111328125,1.0,369.4446716308594,75.68668365478516,1.0,326.5721435546875,64.5702133178711,1.0,332.25189208984375,84.546142578125,1.0
107,350.9026794433594,43.044071197509766,1.0,382.1279296875,51.582908630371094,1.0,369.42864990234375,75.72844696044922,1.0,326.61480712890625,64.55268096923828,1.0,332.22918701171875,84.52377319335938,1.0
108,350.9377136230469,43.06627655029297,1.0,382.2754211425781,51.50665283203125,1.0,369.4712219238281,75.72571563720703,1.0,326.6021423339844,64.45584106445312,1.0,332.1816101074219,84.4692153930664,1.0
109,350.86712646484375,43.10329055786133,1.0,382.2757568359375,51.531314849853516,1.0,369.3803405761719,75.68618774414062,1.0,326.58770751953125,64.44189453125,1.0,332.20367431640625,84.43571472167969,1.0
110,350.7706298828125,43.11327362060547,1.0,382.2438659667969,51.58042526245117,1.0,369.3148498535156,75.65907287597656,1.0,326.6024169921875,64.52037048339844,1.0,332.1643371582031,84.42949676513672,1.0
111,350.62298583984375,42.93669891357422,1.0,382.2022705078125,51.56602096557617,1.0,369.233154296875,75.68802642822266,1.0,326.62091064453125,64.46714782714844,1.0,332.2000732421875,84.41997528076172,1.0
112,350.5964660644531,42.881587982177734,1.0,382.23089599609375,51.54018020629883,1.0,369.25048828125,75.66595458984375,1.0,326.6404724121094,64.40652465820312,1.0,332.1754150390625,84.3680648803711,1.0
113,350.6246643066406,42.913753509521484,1.0,382.25799560546875,51.582420349121094,1.0,369.258056640625,75.68875122070312,1.0,326.66552734375,64.4144515991211,1.0,332.22314453125,84.34909057617188,1.0
114,350.5987243652344,42.92424011230469,1.0,382.2126159667969,51.65277099609375,1.0,369.1979064941406,75.77991485595703,1.0,326.6455078125,64.42448425292969,1.0,332.2149353027344,84.35075378417969,1.0
115,350.5915832519531,42.89257049560547,1.0,382.1985168457031,51.66895294189453,1.0,369.17071533203125,75.76528930664062,1.0,326.69891357421875,64.42566680908203,1.0,332.2676696777344,84.3355941772461,1.0
116,350.5818786621094,42.901573181152344,1.0,382.20135498046875,51.68288803100586,1.0,369.1755065917969,75.78132629394531,1.0,326.70330810546875,64.42134094238281,1.0,332.2640686035156,84.40485382080078,1.0
117,350.5143127441406,42.87431335449219,1.0,382.16693115234375,51.67112350463867,1.0,369.18310546875,75.84066009521484,1.0,326.67828369140625,64.47868347167969,1.0,332.2594909667969,84.44781494140625,1.0
118,350.447998046875,42.94207763671875,1.0,382.05340576171875,51.70162582397461,1.0,369.08551025390625,75.81990051269531,1.0,326.6200866699219,64.56039428710938,1.0,332.19317626953125,84.45685577392578,1.0
119,350.3685607910156,42.936798095703125,1.0,381.9708251953125,51.70695495605469,1.0,369.05438232421875,75.82255554199219,1.0,326.6167297363281,64.59521484375,1.0,332.1358337402344,84.51670837402344,1.0
120,350.4159240722656,42.82785415649414,1.0,381.9872131347656,51.68502426147461,1.0,369.060791015625,75.87960052490234,1.0,326.61602783203125,64.5609130859375,1.0,332.171630859375,84.45673370361328,1.0
121,350.3135986328125,42.86778259277344,1.0,381.86846923828125,51.748069763183594,1.0,368.98150634765625,75.9176025390625,1.0,326.4695739746094,64.57313537597656,1.0,332.0823059082031,84.46002197265625,1.0
