10, 0.38726, 0.005
20, 0.06944, 0.005
30, 0.05379, 0.005
40, 0.04023, 0.005
50, 0.04391, 0.005
60, 0.03789, 0.005
70, 0.03787, 0.005
80, 0.03902, 0.005
90, 0.03382, 0.005
100, 0.03754, 0.005
110, 0.03504, 0.005
120, 0.03150, 0.005
130, 0.02931, 0.005
140, 0.02841, 0.005
150, 0.02684, 0.005
160, 0.03314, 0.005
170, 0.02308, 0.005
180, 0.02913, 0.005
190, 0.02974, 0.005
200, 0.02806, 0.005
